Ticker,Total_Strategy_Return,Total_Buy_Hold_Return,Annualized_Strategy_Volatility,Annualized_Buy_Hold_Volatility
AAPL,0.39742424331269177,1.077876433332774,0.1657411487852177,0.2561397658755538
