Ticker,Mean_Daily_Return,Std_Daily_Return,Annualized_Volatility
AAPL,0.0010484036531160073,0.01614539063263947,0.2563001306037351
MSFT,0.0007887666212445793,0.015201341359395161,0.2413138129893608
GOOGL,0.0017292359388085207,0.018835701399251777,0.2990074900313492
